latitude,longitude,base,weekday,day,month,year,hour,isWeekend,isHoliday,demand
40.7503,-73.9947,3,4,2,5,2014,21,0,0,95
40.7608,-73.9944,1,4,19,9,2014,19,0,0,111
40.7603,-73.9577,2,2,13,8,2014,14,0,0,86
40.7083,-74.0054,2,0,21,7,2014,4,0,0,26
40.7385,-73.9853,2,4,6,6,2014,5,0,0,17
40.7253,-73.9921,1,6,18,5,2014,0,1,0,85
40.7197,-74.0125,1,3,24,7,2014,21,0,0,116
40.8033,-73.9646,2,5,16,8,2014,17,0,0,132
40.7433,-73.9803,1,5,6,9,2014,7,0,0,24
40.7595,-73.9794,3,1,29,4,2014,20,1,0,118
40.7231,-73.9897,1,5,14,6,2014,21,0,0,71
40.804,-73.9688,3,3,11,9,2014,17,0,0,94
40.7424,-74.0041,3,4,5,9,2014,13,0,0,59
40.7247,-74.0058,0,2,10,9,2014,9,0,0,8
40.744,-73.9879,1,6,18,5,2014,22,1,0,39
40.7806,-73.9463,0,4,13,6,2014,14,0,0,13
40.7436,-73.9925,3,5,13,9,2014,13,0,0,71
40.7911,-73.9793,3,4,25,4,2014,11,0,0,61
40.6831,-73.9769,1,5,2,8,2014,20,0,0,79
40.7233,-73.9522,1,6,8,6,2014,1,1,0,43
40.7074,-74.0056,2,0,22,9,2014,3,0,0,23
40.7596,-73.9867,4,1,2,9,2014,20,1,0,42
40.7306,-73.9931,1,6,27,7,2014,2,1,0,40
40.7494,-73.9829,3,5,13,9,2014,2,0,0,20
40.7682,-73.9904,2,6,29,6,2014,14,1,0,61
40.7079,-74.01,2,5,12,7,2014,11,0,0,69
40.748,-74.008,2,5,26,4,2014,17,0,0,53
40.7295,-74.0022,2,2,7,5,2014,7,0,0,49
40.6953,-74.1779,3,4,8,8,2014,16,0,0,83
40.7591,-73.9745,2,4,16,5,2014,17,0,0,59
40.7158,-73.9858,2,1,29,7,2014,20,1,0,164
40.688,-73.9894,1,5,27,9,2014,13,0,0,69
40.7446,-73.9909,1,1,1,7,2014,20,1,0,71
40.6898,-73.9522,3,5,26,4,2014,13,0,0,53
40.6916,-74.1772,2,2,25,6,2014,15,0,0,80
40.7505,-73.9753,1,6,21,9,2014,12,1,0,49
40.7538,-73.974,3,2,6,8,2014,16,0,0,82
40.7742,-73.9629,2,1,17,6,2014,8,1,0,43
40.7164,-74.0077,4,5,20,9,2014,21,0,0,84
40.7434,-73.9726,2,4,5,9,2014,18,0,0,224
40.7239,-73.952,1,6,31,8,2014,2,1,0,18
40.7595,-73.9197,3,5,6,9,2014,18,0,0,86
40.6467,-73.7893,2,1,29,4,2014,23,1,0,12
40.6831,-73.9598,1,3,31,7,2014,7,0,0,60
40.716,-73.9896,2,6,24,8,2014,2,1,0,53
40.6157,-73.9226,1,4,18,7,2014,7,0,0,58
40.7505,-73.9948,1,3,17,7,2014,16,0,0,105
40.7453,-73.9824,1,3,25,9,2014,21,0,0,79
40.7859,-73.9725,1,3,21,8,2014,14,0,0,68
40.73,-74.0399,2,2,4,6,2014,22,0,0,52
40.7239,-73.9984,1,4,4,4,2014,18,0,0,115
41.0283,-73.7649,2,1,1,7,2014,22,1,0,42
40.7424,-74.0006,2,3,10,7,2014,22,0,0,124
40.66,-73.9525,2,1,22,7,2014,6,1,0,71
40.7598,-73.9763,2,4,12,9,2014,10,0,0,81
40.7391,-73.9934,2,4,8,8,2014,17,0,0,163
40.6713,-73.9845,2,6,10,8,2014,1,1,0,99
40.7502,-74.0024,3,4,9,5,2014,22,0,0,80
40.6881,-73.988,2,4,4,4,2014,20,0,0,42
40.7343,-73.9936,1,4,20,6,2014,20,0,0,72
40.7408,-73.9918,3,2,23,4,2014,21,0,0,83
40.7484,-73.9856,3,3,15,5,2014,16,0,0,114
40.7677,-73.9928,1,5,26,7,2014,16,0,0,92
40.7263,-73.9523,0,2,23,7,2014,8,0,0,8
40.7575,-73.9777,3,5,20,9,2014,11,0,0,55
40.6739,-74.4128,2,3,25,9,2014,13,0,0,105
40.7538,-73.9888,1,2,24,9,2014,15,0,0,79
40.7639,-73.9755,2,2,6,8,2014,16,0,0,162
40.7339,-74.0018,1,3,25,9,2014,7,0,0,92
40.7438,-73.989,2,3,18,9,2014,10,0,0,74
40.8197,-73.9542,2,5,21,6,2014,17,0,0,57
40.7348,-73.9847,1,3,22,5,2014,9,0,0,44
40.718,-74.0146,3,3,18,9,2014,14,0,0,68
40.756,-73.989,3,0,29,9,2014,16,0,0,56
40.7555,-73.9786,2,1,3,6,2014,18,1,0,70
40.7323,-73.9818,1,5,17,5,2014,11,0,0,30
40.7591,-73.9864,3,2,27,8,2014,8,0,0,46
40.7394,-74.0017,3,4,29,8,2014,0,0,0,9
40.743,-73.9801,1,6,1,6,2014,15,1,0,84
40.7359,-74.0015,0,1,17,6,2014,22,1,0,11
40.7443,-73.9918,3,2,28,5,2014,14,0,0,62
40.7225,-74.0037,1,2,2,7,2014,19,0,0,117
40.7682,-73.9567,2,1,29,7,2014,8,1,0,98
40.7535,-73.9747,1,1,22,7,2014,0,1,0,18
40.7444,-73.9585,3,0,22,9,2014,21,0,0,39
40.7251,-74.0091,2,1,8,7,2014,18,1,0,114
40.7852,-73.9769,0,0,4,8,2014,19,0,0,10
40.7572,-73.9741,3,2,23,4,2014,19,0,0,85
40.645,-73.7818,1,0,7,4,2014,17,0,0,94
40.7442,-73.9925,0,6,28,9,2014,23,1,0,5
40.7432,-73.9956,2,1,8,4,2014,16,1,0,40
40.7207,-73.9975,2,0,21,7,2014,20,0,0,87
40.7425,-73.9747,0,1,8,7,2014,13,1,0,9
40.7177,-73.9903,2,1,19,8,2014,10,1,0,71
40.6863,-73.9503,4,5,30,8,2014,11,0,0,24
40.7587,-73.9703,2,2,25,6,2014,19,0,0,97
40.8101,-73.9469,3,5,23,8,2014,20,0,0,60
40.7498,-73.988,2,2,10,9,2014,0,0,0,28
40.7313,-73.9785,1,2,7,5,2014,13,0,0,77
40.7204,-74.0104,3,2,3,9,2014,21,0,0,56
40.7628,-73.9712,1,3,22,5,2014,23,0,0,62
40.7663,-73.9867,1,5,9,8,2014,23,0,0,63
40.7681,-73.9686,3,5,13,9,2014,13,0,0,60
40.7697,-73.8797,1,2,21,5,2014,14,0,0,112
40.7731,-73.8855,2,3,1,5,2014,13,0,0,23
40.7269,-73.9958,2,4,6,6,2014,6,0,0,21
40.7626,-73.9807,1,1,13,5,2014,22,1,0,61
40.7641,-73.9704,4,0,29,9,2014,14,0,0,70
40.7631,-73.9941,2,4,1,8,2014,16,0,0,139
40.737,-73.9964,1,2,13,8,2014,20,0,0,102
40.7617,-73.9871,2,1,1,4,2014,16,1,0,43
40.7125,-74.01,2,4,25,4,2014,14,0,0,34
40.7726,-73.9575,1,4,13,6,2014,10,0,0,44
40.721,-73.9996,3,6,7,9,2014,12,1,0,46
40.7709,-73.9478,1,6,3,8,2014,21,1,0,57
40.7111,-74.0058,1,4,19,9,2014,17,0,0,135
40.8971,-73.9507,2,3,10,4,2014,13,0,0,24
40.7516,-74.0323,1,4,9,5,2014,8,0,0,74
40.725,-74.0077,2,1,20,5,2014,9,1,0,19
40.7506,-73.9743,0,1,29,7,2014,17,1,0,24
40.783,-73.982,2,2,11,6,2014,4,0,0,7
40.7618,-73.9792,3,3,10,7,2014,10,0,0,43
40.7273,-73.9789,1,3,31,7,2014,14,0,0,88
40.7756,-73.9562,3,4,4,7,2014,21,0,1,52
40.7051,-73.9267,2,1,27,5,2014,19,1,0,34
40.7461,-73.979,1,4,13,6,2014,18,0,0,151
40.7042,-74.0104,2,3,24,4,2014,21,0,0,64
40.7225,-73.9943,1,4,18,7,2014,6,0,0,32
40.7427,-73.9962,3,2,3,9,2014,20,0,0,67
40.7147,-73.9665,1,2,10,9,2014,19,0,0,100
40.6448,-73.7819,1,2,16,7,2014,21,0,0,86
40.7406,-73.9894,2,4,12,9,2014,22,0,0,172
40.7551,-73.9798,1,3,31,7,2014,15,0,0,90
40.739,-73.9914,1,1,5,8,2014,9,1,0,52
40.6853,-73.9525,2,1,12,8,2014,7,1,0,102
40.8051,-73.9648,2,1,5,8,2014,17,1,0,174
40.7577,-73.9694,3,3,8,5,2014,14,0,0,68
40.6418,-73.7889,2,6,13,4,2014,11,1,0,17
40.7562,-73.9784,2,0,29,9,2014,12,0,0,69
40.6838,-73.9763,4,1,23,9,2014,22,1,0,65
40.723,-73.9982,3,5,17,5,2014,21,0,0,102
40.7071,-74.009,1,6,31,8,2014,10,1,0,37
40.7295,-73.9871,2,6,20,7,2014,14,1,0,92
40.7133,-73.9415,1,4,6,6,2014,9,0,0,55
40.7408,-74.0077,3,6,25,5,2014,2,1,0,15
40.7037,-73.8263,3,3,17,4,2014,12,0,0,53
40.7383,-73.9821,1,1,22,7,2014,14,1,0,77
40.6834,-73.9618,3,4,2,5,2014,4,0,0,16
40.7491,-73.978,1,5,2,8,2014,17,0,0,89
40.6882,-73.9533,2,1,5,8,2014,13,1,0,85
40.721,-74.0042,3,5,12,4,2014,19,0,0,93
40.759,-73.9783,3,2,30,4,2014,15,0,0,140
40.7606,-73.9816,1,2,9,7,2014,22,0,0,81
40.7324,-73.9818,3,2,30,4,2014,10,0,0,79
40.6626,-73.9577,1,1,10,6,2014,7,1,0,87
40.7209,-73.9866,2,4,15,8,2014,7,0,0,91
40.6465,-73.7897,2,2,20,8,2014,16,0,0,133
40.7369,-74.0034,3,6,20,4,2014,17,1,0,48
40.7765,-73.9463,4,6,31,8,2014,12,1,0,34
40.6948,-74.1775,2,0,21,7,2014,8,0,0,78
40.7715,-73.9647,4,2,4,6,2014,18,0,0,2
40.7243,-73.9831,2,6,20,7,2014,0,1,0,78
40.7448,-73.981,1,3,24,7,2014,18,0,0,112
40.7169,-74.0081,1,0,16,6,2014,13,0,0,48
40.7688,-73.9683,3,3,1,5,2014,23,0,0,50
40.7676,-73.9673,0,1,3,6,2014,20,1,0,16
40.742,-73.9909,2,4,22,8,2014,13,0,0,99
40.7509,-73.9762,4,1,16,9,2014,13,1,0,42
40.7397,-74.0061,3,6,28,9,2014,1,1,0,41
40.7077,-74.0054,2,0,28,7,2014,6,0,0,57
40.8872,-73.9095,2,5,19,7,2014,17,0,0,109
40.7405,-73.9963,2,2,21,5,2014,14,0,0,47
40.7605,-73.9995,4,5,27,9,2014,22,0,0,116
40.7674,-73.9643,2,5,5,4,2014,23,0,0,53
40.7667,-73.9529,3,3,3,7,2014,14,0,0,62
40.7199,-73.9993,1,1,8,7,2014,16,1,0,98
40.7672,-73.9839,1,5,28,6,2014,10,0,0,47
40.7218,-74.0052,1,2,30,7,2014,20,0,0,125
40.7672,-73.9842,1,3,19,6,2014,23,0,0,58
40.7629,-73.9793,2,3,31,7,2014,19,0,0,162
40.7284,-73.9848,2,0,14,4,2014,10,0,0,17
40.6949,-74.1779,3,3,1,5,2014,0,0,0,22
40.7398,-73.9898,1,1,6,5,2014,17,1,0,104
40.7915,-73.9648,3,1,13,5,2014,16,1,0,79
40.6203,-74.0354,1,5,20,9,2014,7,0,0,27
40.7353,-73.994,1,5,21,6,2014,0,0,0,38
40.7681,-73.9831,1,1,27,5,2014,5,1,0,20
40.646,-73.7767,3,6,14,9,2014,11,1,0,71
40.8454,-73.8882,3,5,26,7,2014,13,0,0,46
40.7536,-73.975,2,4,27,6,2014,14,0,0,69
40.7649,-73.8236,3,2,25,6,2014,8,0,0,77
40.7336,-73.9565,1,0,14,7,2014,23,0,0,23
40.7493,-73.9836,3,2,30,7,2014,20,0,0,68
40.7527,-73.9948,2,6,17,8,2014,15,1,0,105
40.6306,-73.9738,4,1,16,9,2014,15,1,0,50
40.7472,-73.9966,2,1,15,4,2014,11,1,0,30
40.7602,-73.9926,2,6,17,8,2014,3,1,0,60
40.805,-73.9661,2,0,1,9,2014,21,0,1,74
40.7573,-73.9894,4,1,8,7,2014,18,1,0,2
40.7055,-74.0171,1,6,29,6,2014,17,1,0,72
40.7297,-73.9988,1,6,27,7,2014,21,1,0,67
40.673,-73.9607,1,3,18,9,2014,8,0,0,76
40.749,-73.9872,0,4,18,4,2014,10,0,0,5
40.7628,-73.9719,2,0,15,9,2014,12,0,0,70
40.7103,-73.9633,3,4,29,8,2014,20,0,0,52
40.7685,-73.8626,1,3,28,8,2014,14,0,0,59
40.748,-73.9733,1,5,16,8,2014,22,0,0,92
40.7653,-73.9823,2,4,18,7,2014,17,0,0,122
40.764,-73.9665,3,2,2,7,2014,15,0,0,70
40.7333,-73.9929,4,6,21,9,2014,16,1,0,47
40.7248,-73.9956,2,1,19,8,2014,9,1,0,73
40.7536,-73.9732,3,5,2,8,2014,10,0,0,39
40.7343,-74.0033,2,5,27,9,2014,23,0,0,181
40.6032,-73.9724,2,1,30,9,2014,18,1,0,174
40.7183,-73.954,1,2,21,5,2014,23,0,0,38
40.7383,-73.9853,2,1,12,8,2014,5,1,0,43
40.7401,-73.9956,2,2,20,8,2014,7,0,0,108
40.7408,-73.9904,2,3,31,7,2014,18,0,0,191
40.7405,-74.0066,1,5,31,5,2014,2,0,0,27
40.7107,-73.9678,3,3,3,7,2014,19,0,0,115
40.7474,-73.9439,2,2,24,9,2014,11,0,0,84
40.7222,-73.9588,2,6,14,9,2014,5,1,0,28
40.7449,-73.9784,2,4,18,4,2014,22,0,0,35
40.8485,-73.9319,1,5,12,7,2014,0,0,0,86
40.732,-73.9881,3,3,18,9,2014,15,0,0,69
40.7403,-74.006,0,5,10,5,2014,23,0,0,17
40.7736,-73.9496,4,3,18,9,2014,8,0,0,60
40.7019,-73.9847,1,0,4,8,2014,9,0,0,50
40.746,-73.982,2,5,12,7,2014,3,0,0,34
40.7441,-73.9937,2,2,3,9,2014,8,0,0,111
40.7671,-73.9829,3,1,9,9,2014,15,1,0,61
40.7189,-73.9833,2,2,10,9,2014,6,0,0,71
40.7209,-73.9937,2,2,13,8,2014,2,0,0,16
40.6835,-73.9483,3,6,13,7,2014,9,1,0,27
40.7892,-73.9706,2,1,12,8,2014,8,1,0,122
40.7608,-73.9742,1,4,16,5,2014,18,0,0,166
40.7683,-73.8622,1,3,17,7,2014,17,0,0,125
40.7198,-73.9951,1,0,28,7,2014,21,0,0,75
40.7221,-73.9994,1,2,2,4,2014,6,0,0,31
40.7377,-73.9936,2,3,3,4,2014,17,0,0,56
40.7951,-73.9696,3,4,16,5,2014,19,0,0,186
40.7389,-74.0032,2,1,30,9,2014,19,1,0,135
40.7109,-74.0061,1,6,1,6,2014,11,1,0,46
40.7739,-73.9842,2,4,27,6,2014,21,0,0,79
40.6816,-73.958,3,1,3,6,2014,8,1,0,38
40.7053,-74.0076,2,5,28,6,2014,23,0,0,91
40.7311,-73.9786,2,3,25,9,2014,6,0,0,132
40.7513,-73.9941,1,0,19,5,2014,15,0,0,92
40.7423,-74.0044,3,1,29,4,2014,0,1,0,16
40.743,-74.0076,2,3,11,9,2014,16,0,0,154
40.7224,-74.0097,1,6,4,5,2014,22,1,0,32
40.7136,-73.9493,2,4,18,7,2014,2,0,0,22
40.7103,-73.9847,2,3,1,5,2014,19,0,0,45
40.7709,-73.9599,2,0,18,8,2014,18,0,0,96
40.7079,-73.952,2,5,20,9,2014,8,0,0,56
40.7625,-73.9743,2,3,24,4,2014,18,0,0,51
40.7899,-73.9697,2,1,20,5,2014,17,1,0,55
40.7307,-73.9892,2,6,22,6,2014,2,1,0,26
40.7692,-73.9948,3,1,9,9,2014,15,1,0,79
40.728,-73.9808,3,5,13,9,2014,22,0,0,66
40.7456,-73.9914,3,4,13,6,2014,0,0,0,28
40.7667,-73.9599,3,2,11,6,2014,7,0,0,83
40.721,-73.985,3,6,21,9,2014,23,1,0,15
40.7223,-73.9879,2,5,3,5,2014,18,0,0,64
40.7417,-73.9954,2,5,26,4,2014,10,0,0,19
40.7228,-74.0048,3,6,3,8,2014,12,1,0,52
40.7149,-73.9544,3,4,23,5,2014,19,0,0,142
40.705,-74.0089,3,1,22,7,2014,14,1,0,63
40.7771,-73.989,0,0,15,9,2014,16,0,0,13
40.7401,-74.0058,3,2,2,7,2014,15,0,0,70
40.6644,-73.933,1,2,25,6,2014,9,0,0,46
40.7639,-73.9759,0,4,27,6,2014,12,0,0,13
40.7667,-73.9849,2,2,17,9,2014,10,0,0,70
40.7716,-73.9828,2,5,6,9,2014,19,0,0,150
40.8505,-73.937,2,5,27,9,2014,13,0,0,118
40.674,-73.7317,0,0,11,8,2014,13,0,0,9
40.771,-73.8661,1,6,27,7,2014,21,1,0,50
40.7388,-74.0352,1,5,27,9,2014,13,0,0,59
40.7505,-73.9904,2,5,19,7,2014,0,0,0,92
40.6486,-73.7835,0,0,4,8,2014,12,0,0,7
40.7336,-73.9898,1,1,30,9,2014,18,1,0,77
40.748,-74.0051,2,4,15,8,2014,4,0,0,38
40.7632,-73.9591,0,4,20,6,2014,14,0,0,9
40.7391,-73.9913,2,0,1,9,2014,11,0,1,71
40.7433,-73.9917,2,3,1,5,2014,13,0,0,30
40.7408,-74.0069,3,2,30,4,2014,21,0,0,151
40.7224,-73.9822,3,5,13,9,2014,17,0,0,89
40.7479,-74.0004,3,2,3,9,2014,8,0,0,73
40.7105,-73.9582,3,6,27,7,2014,22,1,0,21
40.7642,-73.9544,2,0,14,7,2014,11,0,0,62
40.7648,-73.9689,3,0,8,9,2014,15,0,0,64
40.7419,-73.9759,1,1,2,9,2014,7,1,0,73
40.7298,-73.9975,1,3,4,9,2014,12,0,0,62
40.7827,-73.9751,2,0,5,5,2014,12,0,0,10
40.7764,-73.9122,4,0,15,9,2014,6,0,0,30
40.7198,-73.9894,1,2,13,8,2014,11,0,0,50
40.7388,-74.0083,2,0,21,7,2014,13,0,0,64
40.7256,-73.997,1,2,3,9,2014,13,0,0,60
40.758,-73.973,1,0,18,8,2014,3,0,0,12
40.645,-73.7819,3,6,13,4,2014,11,1,0,44
40.6914,-73.9384,4,4,5,9,2014,22,0,0,54
40.7568,-73.9983,2,1,22,7,2014,11,1,0,90
40.7503,-73.9913,2,6,20,4,2014,20,1,0,19
40.7835,-73.9791,2,6,27,4,2014,16,1,0,33
40.7799,-73.9825,1,0,12,5,2014,16,0,0,111
40.7621,-73.979,0,5,26,7,2014,21,0,0,13
40.7685,-73.8625,3,3,10,7,2014,20,0,0,89
40.7539,-73.9858,2,4,8,8,2014,16,0,0,131
40.6484,-73.7831,0,1,1,7,2014,21,1,0,11
40.7652,-73.9621,2,5,24,5,2014,17,0,0,45
40.7404,-73.9884,4,5,13,9,2014,14,0,0,88
40.714,-73.9516,3,1,1,4,2014,8,1,0,57
40.7414,-74.0087,1,5,6,9,2014,15,0,0,92
40.7482,-73.9784,2,5,12,4,2014,14,0,0,20
40.6796,-73.9736,3,5,17,5,2014,7,0,0,17
40.7456,-73.9773,0,0,14,4,2014,0,0,0,2
40.7209,-73.9815,1,1,15,7,2014,10,1,0,47
40.7178,-74.0041,3,5,19,7,2014,18,0,0,69
40.7413,-73.9847,3,5,17,5,2014,18,0,0,110
40.7898,-73.9751,2,1,16,9,2014,6,1,0,124
40.7147,-73.9903,1,2,16,7,2014,18,0,0,89
40.7587,-73.9682,1,1,3,6,2014,20,1,0,107
40.759,-73.9825,1,1,5,8,2014,19,1,0,84
40.7298,-74.004,1,6,13,7,2014,21,1,0,46
40.6782,-73.9851,2,6,20,7,2014,16,1,0,87
40.7652,-73.9878,0,5,31,5,2014,1,0,0,1
40.7543,-73.9795,1,0,14,7,2014,18,0,0,96
40.755,-74.0283,1,4,18,7,2014,18,0,0,86
40.7394,-73.9868,2,5,26,7,2014,22,0,0,132
40.7524,-73.9783,1,1,27,5,2014,16,1,0,90
40.7471,-73.9855,3,3,25,9,2014,17,0,0,66
40.6884,-73.9904,2,4,19,9,2014,6,0,0,97
40.6899,-73.8699,3,6,24,8,2014,0,1,0,50
40.7529,-73.9752,2,4,4,4,2014,16,0,0,83
40.7444,-73.9985,2,6,18,5,2014,2,1,0,20
40.7639,-73.976,3,3,24,4,2014,22,0,0,100
40.7252,-74.0014,4,1,6,5,2014,10,1,0,4
40.774,-73.8714,3,6,7,9,2014,14,1,0,50
40.7641,-73.9747,3,3,18,9,2014,12,0,0,37
40.7621,-73.9799,3,4,13,6,2014,5,0,0,49
40.7109,-73.9685,2,6,24,8,2014,19,1,0,85
40.7484,-73.987,2,0,18,8,2014,13,0,0,74
40.7582,-73.9891,3,3,15,5,2014,16,0,0,104
40.7523,-73.9783,3,4,29,8,2014,16,0,0,56
40.7405,-73.9983,1,1,17,6,2014,20,1,0,105
40.7321,-74.0023,4,5,27,9,2014,18,0,0,116
40.7186,-73.9996,1,0,7,4,2014,15,0,0,39
40.7203,-73.9993,2,2,23,7,2014,8,0,0,93
40.7131,-73.9935,1,6,4,5,2014,0,1,0,96
40.7011,-73.9271,0,6,25,5,2014,13,1,0,5
40.6466,-73.7893,3,2,2,7,2014,23,0,0,28
40.739,-74.0304,4,1,26,8,2014,20,1,0,25
40.731,-73.9898,2,2,16,7,2014,21,0,0,120
40.7381,-73.99,1,4,9,5,2014,23,0,0,101
40.7438,-74.0062,1,4,12,9,2014,16,0,0,94
40.7704,-73.9853,1,3,11,9,2014,19,0,0,103
40.7268,-74.0055,2,1,30,9,2014,21,1,0,132
40.7217,-74.006,2,4,11,4,2014,15,0,0,38
40.7174,-73.9415,1,2,7,5,2014,7,0,0,65
40.7265,-73.9802,3,5,28,6,2014,20,0,0,49
40.76,-73.976,3,0,8,9,2014,19,0,0,64
40.7623,-73.9822,3,3,7,8,2014,17,0,0,99
40.7769,-73.9777,1,3,17,4,2014,7,0,0,57
40.7645,-73.9562,4,1,12,8,2014,13,1,0,12
40.7478,-74.0026,2,2,6,8,2014,8,0,0,110
40.7446,-73.9569,2,3,25,9,2014,17,0,0,147
40.6008,-73.9675,1,1,27,5,2014,15,1,0,78
40.7598,-73.9917,1,5,20,9,2014,0,0,0,78
40.7403,-73.6131,1,1,8,7,2014,20,1,0,93
40.7052,-74.0172,2,6,6,7,2014,23,1,0,10
40.7332,-73.9901,0,6,7,9,2014,17,1,0,9
40.6807,-73.9677,4,2,27,8,2014,20,0,0,24
40.7704,-73.9686,2,5,24,5,2014,15,0,0,32
40.7593,-73.9683,3,4,12,9,2014,3,0,0,10
40.7618,-73.972,3,6,27,7,2014,16,1,0,65
40.7775,-73.9635,1,3,5,6,2014,15,0,0,111
40.741,-73.9826,3,3,10,7,2014,6,0,0,55
40.7156,-74.0041,2,6,18,5,2014,16,1,0,38
40.6449,-73.958,4,1,16,9,2014,20,1,0,68
40.6968,-73.935,4,2,17,9,2014,16,0,0,60
40.7153,-74.0162,2,5,6,9,2014,14,0,0,118
40.8238,-73.9441,2,6,20,7,2014,12,1,0,66
40.7612,-73.9678,3,4,29,8,2014,13,0,0,35
40.7023,-73.9834,2,4,2,5,2014,17,0,0,54
40.6925,-73.9474,1,5,9,8,2014,11,0,0,44
40.6904,-74.1784,2,2,6,8,2014,20,0,0,167
40.7826,-73.9812,4,2,24,9,2014,18,0,0,88
40.7935,-73.9405,2,4,18,4,2014,15,0,0,26
40.7589,-73.9625,4,4,5,9,2014,20,0,0,53
40.8109,-73.9509,3,1,22,4,2014,20,1,0,65
40.7265,-73.9941,1,0,22,9,2014,17,0,0,62
40.6805,-73.8904,4,3,25,9,2014,1,0,0,6
40.7543,-73.9744,1,1,22,7,2014,16,1,0,121
40.6816,-73.9576,2,4,5,9,2014,10,0,0,97
40.7733,-73.8705,2,4,2,5,2014,12,0,0,28
40.6989,-73.9969,3,2,14,5,2014,21,0,0,82
40.761,-73.9989,3,3,24,4,2014,7,0,0,57
40.8019,-73.9613,2,2,20,8,2014,6,0,0,60
40.6448,-73.7819,2,5,27,9,2014,21,0,0,182
40.6765,-74.0139,3,3,3,4,2014,16,0,0,110
40.7708,-73.9824,4,6,21,9,2014,18,1,0,46
40.7616,-73.9854,2,1,15,4,2014,20,1,0,56
40.7227,-74.0053,2,6,25,5,2014,17,1,0,33
40.771,-73.9813,2,3,24,7,2014,15,0,0,108
40.742,-74.0075,2,2,17,9,2014,21,0,0,129
40.7485,-74.0274,3,3,10,4,2014,21,0,0,122
40.6537,-73.9562,4,4,5,9,2014,14,0,0,47
40.7277,-73.9873,2,2,6,8,2014,17,0,0,207
40.7374,-74.0083,3,1,29,7,2014,8,1,0,70
40.7565,-73.9748,3,4,13,6,2014,12,0,0,45
40.7049,-73.9286,2,5,23,8,2014,4,0,0,29
40.7457,-73.9886,1,0,12,5,2014,11,0,0,29
40.7341,-74.0041,1,6,22,6,2014,10,1,0,42
40.7267,-73.9916,1,2,25,6,2014,22,0,0,57
40.7056,-73.9516,1,1,13,5,2014,14,1,0,66
40.7147,-73.9825,1,1,13,5,2014,15,1,0,84
40.7301,-73.9552,1,2,9,7,2014,6,0,0,46
40.6458,-73.7767,1,0,1,9,2014,15,0,1,50
40.7637,-73.9563,2,1,5,8,2014,9,1,0,86
40.7577,-73.9893,1,5,6,9,2014,20,0,0,103
40.7474,-74.0029,2,1,26,8,2014,6,1,0,78
40.7533,-73.9889,4,0,22,9,2014,20,0,0,52
40.7444,-74.003,1,4,8,8,2014,18,0,0,100
40.7095,-73.8637,3,3,17,7,2014,22,0,0,71
40.7658,-73.9687,2,0,22,9,2014,13,0,0,72
40.7669,-73.9563,3,2,2,7,2014,16,0,0,88
40.7293,-73.956,2,5,12,7,2014,21,0,0,110
40.7568,-73.961,3,4,22,8,2014,8,0,0,63
40.7456,-73.9776,2,3,14,8,2014,17,0,0,165
40.7795,-73.9579,3,6,7,9,2014,0,1,0,61
40.7411,-74.0056,2,3,11,9,2014,11,0,0,79
40.7684,-73.9873,1,5,19,4,2014,14,0,0,30
40.7454,-73.9772,2,0,22,9,2014,6,0,0,74
40.7758,-73.9763,2,3,5,6,2014,19,0,0,72
40.7232,-73.9968,3,3,25,9,2014,11,0,0,59
40.7766,-73.979,1,1,29,4,2014,14,1,0,88
40.7485,-74.006,0,5,6,9,2014,12,0,0,11
40.6822,-73.9667,2,2,30,7,2014,21,0,0,162
40.7358,-74.0067,3,1,12,8,2014,7,1,0,59
40.7633,-73.9694,3,1,27,5,2014,20,1,0,48
40.6991,-73.956,1,0,28,4,2014,11,0,0,32
40.7597,-73.974,3,0,21,4,2014,20,0,0,57
40.7406,-73.998,0,5,12,7,2014,15,0,0,8
40.7659,-73.9804,1,1,15,7,2014,10,1,0,55
41.0836,-73.922,1,6,7,9,2014,8,1,0,36
40.7434,-73.9756,2,5,12,7,2014,19,0,0,73
40.7419,-74.004,1,1,29,7,2014,14,1,0,71
40.7079,-74.0118,3,3,24,7,2014,2,0,0,16
40.779,-73.987,2,2,23,7,2014,13,0,0,119
40.7173,-74.0091,0,2,9,7,2014,21,0,0,15
40.7119,-74.0065,1,6,10,8,2014,2,1,0,26
40.7835,-73.9653,3,5,27,9,2014,22,0,0,82
40.6471,-73.7896,1,0,22,9,2014,18,0,0,70
40.7701,-73.8643,2,1,22,7,2014,9,1,0,76
40.6355,-73.9603,2,4,18,7,2014,12,0,0,44
40.757,-73.9721,2,3,1,5,2014,8,0,0,38
40.716,-73.9359,1,6,22,6,2014,9,1,0,29
40.7699,-73.8644,3,2,11,6,2014,22,0,0,66
40.6448,-73.7821,2,1,5,8,2014,16,1,0,156
40.7617,-73.9711,3,0,7,7,2014,16,0,0,53
40.796,-73.9324,1,0,18,8,2014,9,0,0,34
40.7646,-73.9671,2,1,26,8,2014,21,1,0,85
40.7739,-73.9503,3,4,1,8,2014,12,0,0,39
40.755,-73.9769,2,0,14,7,2014,21,0,0,107
40.7144,-73.9996,3,4,2,5,2014,1,0,0,10
40.7381,-73.9946,2,6,27,7,2014,13,1,0,88
40.7347,-74.0062,3,5,31,5,2014,22,0,0,87
40.7818,-73.9813,2,2,20,8,2014,16,0,0,145
